OBS TIME CONC
1 10 2.39426811171822
2 20 2.47660694128577
3 30 2.17110495605322
4 40 2.74543874968815
5 50 2.55463985757101
6 60 2.59383788896023
7 70 2.60198280200439
8 80 2.86466490286653
9 90 2.67114911971168
10 100 3.03468802587662
11 110 2.93076841225697
12 120 2.39263091816266
13 130 2.51371066599715
14 140 2.98768664098609
15 150 2.8461718092085
16 160 2.79864324724583
17 170 2.56697827112903
18 180 3.25983193410848
19 190 2.46053924614229
20 200 2.8271115696385
21 210 2.69924017060457
22 220 2.91918391386968
23 230 3.19809226617069
24 240 3.23164890613797
25 250 2.97686754069769
26 260 3.1171183855463
27 270 3.07695088012851
28 280 3.1226178541086
29 290 2.91260278694155
30 300 2.86894951584651
31 310 2.77863898559168
32 320 3.13831824810782
33 330 3.26798977211568
34 340 3.30005685535151
35 350 3.33449868941429
36 360 2.64536726494284
37 370 3.00564797355318
38 380 2.96193191017549
39 390 2.6301692487278
40 400 2.58162393279115
41 410 2.54406123789188
42 420 2.9345626024612
43 430 2.9818218720651
44 440 2.68861315745811
45 450 2.76007124429173
46 460 2.68332443312924
47 470 2.69529221704827
48 480 2.7394515157726
49 490 2.8476252542935
50 500 2.55035991117101
51 510 3.11288529316537
52 520 2.70058684510568
53 530 2.71323399886243
54 540 2.62619618487791
55 550 2.48886470713021
56 560 2.54610477927112
57 570 2.35154666283059
58 580 3.10709720027536
59 590 2.70471316522806
60 600 2.62625946175529
61 610 2.68748564059404
62 620 2.48510599844922
63 630 2.50850534597811
64 640 2.56982570036292
65 650 2.57829628129478
66 660 3.02775115626685
67 670 2.77532124618104
68 680 2.57255114998459
69 690 2.68538847666705
70 700 2.72919572606771
71 710 3.04052619643439
72 720 2.81370169651635
73 730 2.55261413932334
74 740 2.50758488482793
75 750 2.60254714564336
76 760 2.52841702800318
77 770 2.71675671152988
78 780 2.90851840760541
79 790 2.80849704485476
80 800 2.38036348394607
81 810 2.84420048497453
82 820 2.81611811901719
83 830 2.70977334727954
84 840 2.53374533038779
85 850 2.39056939299333
86 860 2.5075043770624
87 870 2.56925848076826
88 880 3.72939291472502
89 890 3.54008730786578
90 900 3.38561456815565
91 910 3.46773776868069
92 920 3.2968448279115
93 930 2.55620647401986
94 940 2.51226360376446
95 950 2.87222350951552
96 960 2.88120914526038
97 970 2.90268290298759
98 980 2.80753345721643
99 990 2.92995750692081
100 1000 2.5269404340524
101 1010 3.47646262692457
102 1020 2.66650038225589
103 1030 2.53787206366337
104 1040 2.6308457616047
105 1050 2.67365607605722
106 1060 2.93418962835393
107 1070 2.44860684084954
108 1080 3.99007156500904
109 1090 3.40848635073928
110 1100 3.32959322557791
111 1110 3.42731479497106
112 1120 3.58821865708523
113 1130 3.39331118738224
114 1140 3.0507203126973
115 1150 3.35493356674594
116 1160 2.94280483053798
117 1170 3.11848378518192
118 1180 3.08319612956046
119 1190 2.95265197001743
120 1200 3.39092098732619
121 1210 2.74750954029822
122 1220 2.8277093721555
123 1230 2.96388500313713
124 1240 2.70270226713104
125 1250 2.83315284627128
126 1260 3.02151548412979
127 1270 2.73971598891792
128 1280 3.45307423269458
129 1290 3.29549617773817
130 1300 3.03252344302726
131 1310 3.25975491652348
132 1320 2.75536422249836
133 1330 2.72270551104067
134 1340 3.06022045942041
135 1350 2.77575991881613
136 1360 3.25764086630805
137 1370 2.74981800207254
138 1380 2.92729686093251
139 1390 2.83044900151506
140 1400 5.6747589547795
141 1410 5.13627694513214
142 1420 4.70202172702911
143 1430 4.29956193541222
144 1440 4.00783759767133
