OBS TIME CONC
1 10 3.1483659575991
2 20 2.87134868860285
3 30 3.32433193614728
4 40 2.89605273511054
5 50 3.00602753566758
6 60 3.08089318404099
7 70 2.79007995022233
8 80 2.43997380256115
9 90 3.2912834755813
10 100 3.28977929273616
11 110 3.26920935225732
12 120 3.0219187073755
13 130 2.91181181586643
14 140 2.90279250474746
15 150 2.87570916134579
16 160 3.14182582323117
17 170 2.68332787323769
18 180 2.79573330257577
19 190 3.13549376610856
20 200 2.43396174734559
21 210 2.75513365268208
22 220 2.25797015350069
23 230 2.68534871081584
24 240 2.78731268730248
25 250 3.55601791570524
26 260 4.75497402298125
27 270 5.06115668004913
28 280 4.52998233544786
29 290 4.0182768301621
30 300 3.72331952432015
31 310 3.37000330457425
32 320 3.42619918592872
33 330 3.22511094604241
34 340 3.54287108601906
35 350 3.19336260620328
36 360 4.19074644498507
37 370 8.63092182333
38 380 7.58742538322496
39 390 6.49096493226392
40 400 5.99828982590173
41 410 5.3309767914679
42 420 5.47297463325458
43 430 5.36873139064656
44 440 4.31930228016657
45 450 4.31632590087502
46 460 3.65713615460063
47 470 4.25283146649889
48 480 3.41870964517287
49 490 2.57588534680214
50 500 3.50264101076875
51 510 3.0014337180156
52 520 3.09280447087563
53 530 3.1049956964206
54 540 2.7658412624076
55 550 2.6081373195074
56 560 2.75538893331089
57 570 2.59460168019064
58 580 2.75317282909109
59 590 3.17291605283369
60 600 2.79798615636283
61 610 2.66288969612135
62 620 2.73841973801286
63 630 2.78020483251854
64 640 4.17722849757432
65 650 4.06852413560812
66 660 3.83755335269522
67 670 3.6313608089886
68 680 3.14418938799321
69 690 3.43924511845188
70 700 3.57908317123855
71 710 3.38107419968513
72 720 3.15995212380501
73 730 2.94256018628784
74 740 3.02725700440646
75 750 4.18986040594696
76 760 4.25159525510142
77 770 3.97181596166681
78 780 3.73403687449554
79 790 3.57496946588289
80 800 3.01615657667045
81 810 2.84699213430627
82 820 3.15752624036771
83 830 2.82068626505587
84 840 3.00570556816566
85 850 3.87339668505406
86 860 5.97539578545631
87 870 5.25889770802449
88 880 5.16716760518079
89 890 4.1817423342134
90 900 4.41321186512501
91 910 4.32474354151621
92 920 3.7164096119055
93 930 3.37556525048848
94 940 3.02065094691624
95 950 2.90140823915968
96 960 3.07664340620118
97 970 2.95555925204885
98 980 2.87062379785002
99 990 2.79298308855838
100 1000 3.24338174179722
101 1010 2.74586432146737
102 1020 2.48818728068332
103 1030 3.24353905883605
104 1040 2.91549267088696
105 1050 2.53448392757291
106 1060 2.74954800647079
107 1070 2.71887301339221
108 1080 2.52313999836141
109 1090 2.67916263208531
110 1100 8.76490080324748
111 1110 7.94743587775306
112 1120 8.10248930653853
113 1130 6.17699132708497
114 1140 5.53286644941928
115 1150 5.49617651308843
116 1160 4.73516430025054
117 1170 4.76420890033152
118 1180 4.98645949291703
119 1190 4.89397447314105
120 1200 4.05041347371477
121 1210 4.39382097488525
122 1220 3.70432679586678
123 1230 3.60046567636709
124 1240 3.21450054001851
125 1250 3.74306359669718
126 1260 3.5020012835528
127 1270 3.14528692638114
128 1280 3.54564039821969
129 1290 3.12440478859942
130 1300 3.57134667871111
131 1310 2.90368210737774
132 1320 3.62235377759478
133 1330 3.57392092196046
134 1340 3.65788799636526
135 1350 4.68625122699912
136 1360 3.8125229561453
137 1370 4.01717779656311
138 1380 3.59503803491476
139 1390 4.40744510969806
140 1400 3.0331106488522
141 1410 4.79247478999385
142 1420 5.20003901650911
143 1430 5.00618532974062
144 1440 3.85497746069374
