OBS TIME CONC
1 10 2.03781551194736
2 20 2.22002030953814
3 30 1.9191607227229
4 40 2.45564175982283
5 50 2.36554256123958
6 60 2.53616066979624
7 70 2.63659626016132
8 80 2.32329628818543
9 90 2.1477522918966
10 100 2.2755160267879
11 110 2.22280239347318
12 120 2.01657162377513
13 130 2.24942892234312
14 140 4.60484554019188
15 150 8.68213202358808
16 160 8.19798618870576
17 170 6.3846037132224
18 180 5.99898937998843
19 190 5.37939904165956
20 200 5.06290284593477
21 210 4.42789858126906
22 220 4.46069343960735
23 230 3.82923921982927
24 240 3.73119829296185
25 250 3.40497249465823
26 260 3.4758729280121
27 270 3.36694357861745
28 280 3.2185568178557
29 290 3.14153771490112
30 300 2.70359714901824
31 310 2.84353079731613
32 320 2.84980261051441
33 330 2.54962578583855
34 340 2.5173819960291
35 350 2.53809879167315
36 360 2.46475847907369
37 370 2.31784002280662
38 380 2.36332819330641
39 390 2.39600735019954
40 400 3.12988723027036
41 410 3.04731559753163
42 420 3.35234294001917
43 430 2.99049408681701
44 440 3.19328762136483
45 450 2.93425297783369
46 460 2.97120139869812
47 470 5.85692202445901
48 480 5.66985486891089
49 490 5.55380904478744
50 500 5.69519601771736
51 510 4.253178603945
52 520 4.47995203345411
53 530 4.39833101206827
54 540 4.25040278784819
55 550 3.62217787516566
56 560 3.67363345445876
57 570 3.33473848748703
58 580 3.09482754233377
59 590 2.93100772114848
60 600 2.79227773602104
61 610 2.72161154506929
62 620 3.55470583008855
63 630 4.88513006539704
64 640 4.38557088719769
65 650 4.17672591108472
66 660 3.47422468307147
67 670 3.54317463635502
68 680 3.41442831996599
69 690 3.06641403096021
70 700 3.55976354206339
71 710 3.51722767160914
72 720 2.63397579296631
73 730 2.85958365357046
74 740 2.80289786615322
75 750 4.58196232433516
76 760 4.63756297308812
77 770 4.69265093516527
78 780 3.98413777380169
79 790 3.16316306747698
80 800 3.38790698175361
81 810 3.23929031638219
82 820 2.81356827658379
83 830 3.79523599012264
84 840 5.16358926635293
85 850 4.99094889811468
86 860 4.92959698151453
87 870 4.79274474030215
88 880 4.02923374803192
89 890 3.46120301278198
90 900 3.75866085825024
91 910 3.45729511007009
92 920 3.44652511010397
93 930 2.57750850138721
94 940 2.68262779781284
95 950 2.68057038159321
96 960 2.90054851989629
97 970 2.6198759193422
98 980 2.48718661024192
99 990 2.44914917937255
100 1000 2.244009996277
101 1010 3.22611076135758
102 1020 3.14565644542056
103 1030 3.23551413799757
104 1040 2.71864568111498
105 1050 2.72215712294212
106 1060 3.12568136533254
107 1070 2.869235030322
108 1080 2.3924957392305
109 1090 2.10809170733676
110 1100 2.4374126396331
111 1110 2.27065701237094
112 1120 2.31111710751576
113 1130 2.39538912697233
114 1140 2.68174990147577
115 1150 2.24502496810542
116 1160 2.30616358269353
117 1170 2.45062944701293
118 1180 2.1538848954102
119 1190 2.08932875344871
120 1200 2.03018065365897
121 1210 2.58799933460768
122 1220 3.55767216513833
123 1230 2.92128404211512
124 1240 3.05162938719822
125 1250 3.06345021692982
126 1260 3.142083282044
127 1270 2.87365050648208
128 1280 2.45896328460726
129 1290 2.62551269316564
130 1300 2.31070289613336
131 1310 2.38472462652585
132 1320 2.51300041733908
133 1330 2.41897173037081
134 1340 2.38232594703012
135 1350 2.27174880250459
136 1360 1.91633140103361
137 1370 2.13768965361845
138 1380 2.19919787741463
139 1390 2.0798352042709
140 1400 2.12309082357874
141 1410 2.20561654824686
142 1420 2.07966160240547
143 1430 3.07249188369186
144 1440 6.96916266841067
