OBS TIME CONC
1 10 3.18812281447109
2 20 3.21791970631999
3 30 3.1331783214524
4 40 3.13037319768574
5 50 3.09570601264837
6 60 3.0128593071493
7 70 2.96682829061575
8 80 2.57679578588282
9 90 3.58699775385978
10 100 3.68158945970105
11 110 3.95651616534637
12 120 4.17618851226195
13 130 3.65305641349037
14 140 3.79312695803539
15 150 3.19531601180781
16 160 3.40370384127938
17 170 3.51500644698163
18 180 5.73416607885056
19 190 6.53634331327216
20 200 6.72631710443325
21 210 7.3534985165388
22 220 5.39671328899818
23 230 5.003326859292
24 240 4.58789805683777
25 250 4.60797743991028
26 260 4.43300395383869
27 270 4.27450306249209
28 280 5.41295448434808
29 290 7.91302142455943
30 300 8.0537476390044
31 310 8.75117533949553
32 320 7.89275042305162
33 330 6.69638656185526
34 340 6.02888034534615
35 350 5.87239955015573
36 360 5.47623826444188
37 370 6.17702594276023
38 380 6.0276418231995
39 390 5.56585504039264
40 400 5.55152302952194
41 410 5.13966414668292
42 420 4.78208382050757
43 430 4.12909319552581
44 440 5.08427752662392
45 450 4.75306317562449
46 460 5.29988264370122
47 470 5.34841098929433
48 480 5.43459379058268
49 490 5.10833744356458
50 500 4.57064194878578
51 510 4.15491647505569
52 520 4.11211426607537
53 530 4.18901567576399
54 540 3.74487648769726
55 550 3.86891893038038
56 560 3.30525318074429
57 570 3.78935442390386
58 580 3.5217743526954
59 590 3.52991476367225
60 600 3.95837851757705
61 610 3.73465955456242
62 620 4.22359148608844
63 630 4.47144770922337
64 640 4.78587224958915
65 650 4.76890219636506
66 660 4.50525435411528
67 670 4.00256008915093
68 680 3.70856036394007
69 690 3.89942229205369
70 700 3.85260352252341
71 710 3.51280010534851
72 720 3.26870194234161
73 730 3.50575791317199
74 740 3.19568940163597
75 750 5.59521387243463
76 760 5.79092427970394
77 770 4.85854234429226
78 780 5.32062556480073
79 790 4.84733404388117
80 800 5.53026278389985
81 810 4.36231331960455
82 820 4.25371207531424
83 830 4.36462417560594
84 840 3.89821628231736
85 850 3.75016775654757
86 860 3.98946680086606
87 870 4.0258159314144
88 880 4.0048583612835
89 890 3.63728963862508
90 900 3.70775511122255
91 910 3.34539435780536
92 920 3.51087758504126
93 930 2.79465906951973
94 940 3.35163335281849
95 950 3.3456418156282
96 960 3.21454789822522
97 970 3.46916778331475
98 980 2.9208084629423
99 990 3.25905201391184
100 1000 2.69417842375113
101 1010 3.17453254024409
102 1020 3.20747458020249
103 1030 3.02757845094649
104 1040 3.67398980592857
105 1050 3.33249681310703
106 1060 3.6981904161929
107 1070 6.93236595745179
108 1080 6.98074323781067
109 1090 6.59788072053642
110 1100 6.06017180331701
111 1110 5.80391025950566
112 1120 5.87066801253785
113 1130 5.66682652248815
114 1140 6.17423656227867
115 1150 5.10052307626799
116 1160 5.69620278771172
117 1170 5.17770422178505
118 1180 5.41135967790728
119 1190 4.06457093684037
120 1200 5.03419249489246
121 1210 5.63200234334896
122 1220 6.28097151127238
123 1230 6.4942765586095
124 1240 5.44256277922574
125 1250 5.86657394667411
126 1260 4.32853631666218
127 1270 4.30131440103935
128 1280 4.53752974995519
129 1290 3.4195805188748
130 1300 4.77412037536406
131 1310 3.94429469234018
132 1320 3.74872457668673
133 1330 3.66024805206595
134 1340 3.49335564294596
135 1350 4.21177874645529
136 1360 4.72086714116263
137 1370 4.33204126510391
138 1380 4.21232370956424
139 1390 4.39919484949093
140 1400 4.45642422024998
141 1410 3.4905217381749
142 1420 4.72485206879493
143 1430 4.06259401439027
144 1440 3.50218768427552
