OBS TIME CONC
1 10 5.02996585990326
2 20 4.56945725341303
3 30 4.09692233207299
4 40 4.39462059139126
5 50 4.07834790411869
6 60 3.75357858880273
7 70 3.68018391220205
8 80 4.92936106940697
9 90 9.29869637081826
10 100 7.94755897838677
11 110 7.35003113276926
12 120 7.54519502930762
13 130 6.05625389734162
14 140 5.87558445399879
15 150 5.11027354383113
16 160 4.49202991541468
17 170 4.94246005301872
18 180 6.51556805006306
19 190 8.15056669720733
20 200 7.18010145780539
21 210 6.40410737514208
22 220 4.89046119750943
23 230 5.84791654370836
24 240 5.61195054920171
25 250 4.5895854875718
26 260 4.98266926695605
27 270 10.6321802233574
28 280 11.5772632540298
29 290 10.5342077458031
30 300 8.65860603025865
31 310 7.71454478625513
32 320 6.51342578903867
33 330 6.33643678059945
34 340 6.60791966093156
35 350 6.40196651668897
36 360 5.14495084639085
37 370 7.9474007896659
38 380 7.65395785558136
39 390 6.0208582859187
40 400 5.95137713231437
41 410 5.65326140332328
42 420 5.41042536083449
43 430 5.43665278986313
44 440 4.52373723228679
45 450 4.01644201034807
46 460 4.2216744621462
47 470 3.92838429785296
48 480 3.632837647232
49 490 3.5587067223115
50 500 3.73985813037842
51 510 3.58433547774123
52 520 5.64648967785628
53 530 9.73705838340865
54 540 9.08279596623361
55 550 9.72192900292132
56 560 7.4826599515901
57 570 7.4831351523082
58 580 6.7879983962222
59 590 6.29691575984183
60 600 5.64718899049301
61 610 5.23884233820516
62 620 5.00730120098595
63 630 4.57363164037982
64 640 4.32106474742312
65 650 5.40224131786361
66 660 7.45703155833694
67 670 8.96863387131288
68 680 8.93954431626824
69 690 7.45308159633382
70 700 7.55072491236271
71 710 6.03939996095796
72 720 5.4994252551107
73 730 5.62644839744902
74 740 8.37910594592313
75 750 9.3036733883587
76 760 7.8079042137374
77 770 7.56001907874745
78 780 6.95863089751636
79 790 6.2966970869491
80 800 5.42239335675032
81 810 4.89251251763054
82 820 4.42342113309709
83 830 5.46516777634998
84 840 6.94078698146905
85 850 8.33526206467196
86 860 7.16252325728883
87 870 6.81819733419075
88 880 6.10088761262663
89 890 4.5722320214719
90 900 16.1868956539566
91 910 21.521618960226
92 920 19.1739749841745
93 930 15.9512261966893
94 940 14.0992074820238
95 950 12.2328418521472
96 960 11.0747821846548
97 970 10.8559813264889
98 980 9.0662350279544
99 990 7.44810308040857
100 1000 8.13374765706762
101 1010 6.67158488270762
102 1020 5.92529282851673
103 1030 5.80074131516079
104 1040 5.62962099194357
105 1050 5.16194413524168
106 1060 4.92716942648384
107 1070 4.96019603386828
108 1080 7.4659856921488
109 1090 6.36813137111403
110 1100 6.29769195290695
111 1110 4.502622966414
112 1120 4.82622468915925
113 1130 4.63021585460597
114 1140 4.14104761184517
115 1150 4.40959633204772
116 1160 7.84295205461749
117 1170 7.03186654397297
118 1180 5.97348980053014
119 1190 5.68725701928831
120 1200 5.39260235773519
121 1210 6.35244430787905
122 1220 10.0348563833458
123 1230 11.2106555106168
124 1240 9.72304198877294
125 1250 8.82283181261235
126 1260 7.50299805866292
127 1270 6.97658744322604
128 1280 7.15353565637268
129 1290 6.13071924060842
130 1300 5.88475801727308
131 1310 5.47672360305869
132 1320 4.32899820214533
133 1330 4.53820898946749
134 1340 4.54941278632232
135 1350 3.75699634829958
136 1360 4.34228669799229
137 1370 4.84583137835946
138 1380 7.32517798890912
139 1390 13.5818388092691
140 1400 14.5335925992373
141 1410 15.4617146319798
142 1420 11.8572301116684
143 1430 12.9992609841286
144 1440 12.3129499643917
